movieCd,rating
20185648,8.13
20185781,
20185861,6.55
20185884,8.02
20185903,7.27
20185924,0.0
20185925,0.0
20186001,8.37
20186069,10.0
20186121,9.23
20186184,7.48
20186185,
20186186,
20186187,
20186188,
20186202,7.71
20186203,
20186204,
20186206,
20186207,
20186209,
20186214,
20186221,
20186224,
20186225,
20186265,10.0
20186281,8.08
20186282,8.58
20186284,
20186321,6.96
20186322,7.0
20186324,
20186361,2.0
20186362,
20186404,5.42
20186462,7.0
20186501,9.24
20186584,7.0
20186645,10.0
20186646,6.24
20186651,9.43
20186657,4.55
20186822,8.29
20186841,5.14
20186881,4.0
20186926,
20186981,
20187101,10.0
20187142,8.81
20187172,
20187221,
20187222,6.0
20187241,6.2
20187285,8.05
20187287,9.75
20187290,0.0
20187294,9.01
20187302,9.43
20187303,
20187304,7.67
20187305,8.09
20187309,
20187387,
20187395,
20187421,6.75
20187427,9.08
20187470,6.11
20187483,
20187521,6.59
20187641,8.76
20187647,7.92
20187655,6.71
20187657,7.4
20187658,5.53
20187660,7.28
20187681,10.0
20187682,9.06
20187683,8.29
20187946,
20187947,
20188003,
20188009,0.0
20188023,
20188024,
20188042,7.53
20188061,
20188062,
20188063,
20188242,9.09
20188261,4.53
20188304,8.83
20188342,
20188422,
20188446,7.61
20188461,3.25
20188481,7.13
20188501,8.16
20188541,7.0
20188567,4.62
20188581,5.83
20188661,7.55
20188688,
20188689,
20188690,
20188702,
20188704,
20188705,
20188707,
20188708,
20188709,
20188710,
20188781,10.0
20188803,4.29
20188824,8.96
20188922,
20189067,9.1
20189069,
20189075,
20189122,
20189123,
20189161,8.5
20189183,9.16
20189241,8.37
20189261,8.72
20189262,6.69
20189268,
20189281,9.33
20189289,6.86
20189326,9.25
20189331,8.77
20189362,9.01
20189382,9.38
20189383,9.07
20189401,5.67
20189409,
20189424,
20189425,7.29
20189442,
20189461,6.0
20189462,8.51
20189463,8.7
20189523,
20189525,
20189603,
20189610,
20189624,0.0
20189649,9.65
20189663,3.62
20189668,
20189730,7.55
20189741,
20189742,3.83
20189743,7.86
20189746,9.0
20189761,
20189781,
20189783,
20189802,
20189804,0.0
20189806,8.45
20189842,7.89
20189843,7.2
20189861,8.75
20189862,
20189867,
20189869,7.51
20189882,7.9
20189901,7.73
20189902,
20189974,
